Annee;Code_Ville_ou_CASA;Libell__Ville_ou_CASA;Code_DGS_ou_CMUN;Libell__DGS_ou_CMUN;Code_DGA;Libell__DGA;Code_Direction;Libell__Direction;Code_Service;Libell__Service;Code_Unit_;Libell__Unit_;Code_Equipe;Libell__Equipe;Code_budget;Libell__budget;Code_chapitre;Libell__chapitre;Code_nature;Libell__nature;Code_fonction;Libell__fonction;Code_sous_fonction;Libell__sous_fonction;Code_sous_rubrique;Libell__sous_rubrique;Code_antenne;Libell__antenne;Code_op_ration;Libell__op_ration;Code_section;Libell___section;Code_sens;Libell___sens;Service_destinataire;Montant_inscription;Total_r_alis____e_n_s;CO_134D;Consomm__134D;CO_140D;Consomm__140D;CO_DRH;Consomm__DRH;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 354;Operation 354;F;Operating budget;D;Spendings; ;2716.6;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 355;Operation 355;F;Operating budget;D;Spendings; ;;1475.45;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 356;Operation 356;F;Operating budget;D;Spendings; ;9430.65;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;11;Chapter 11;;;;;;;;;;; 357;Operation 357;F;Operating budget;D;Spendings; ;79409.67;26612.87;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;42;Chapter 42;;;;;;;;;;; 359;Operation 359;F;Operating budget;D;Spendings; ;7566.15;56.12;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;67;Chapter 67;;;;;;;;;;; 358;Operation 358;F;Operating budget;D;Spendings; ;3089.61;679.91;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;20;Chapter 20;;;;;;;;;;; 361;Operation 361;I;Investment budget;D;Spendings; ;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;20;Chapter 20;;;;;;;;;;; 362;Operation 362;I;Investment budget;D;Spendings; ;43720.43;4565.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;255;Service 8;;;;;4;Budget 4;21;Chapter 21;;;;;;;;;;; 360;Operation 360;I;Investment budget;D;Spendings; ;18931.64;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;45;Chapter 45;;;;;;;;;;; 363;Operation 363;I;Investment budget;D;Spendings;99;;87.2;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 364;Operation 364;F;Operating budget;D;Spendings;260;434.31;199.38;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 365;Operation 365;F;Operating budget;D;Spendings;260;5353.76;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 366;Operation 366;F;Operating budget;D;Spendings;260;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;45;Chapter 45;;;;;;;;;;; 367;Operation 367;I;Investment budget;R;Incomes;99;;9519.52;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;;;;;;;1;Budget 1;77;Chapter 77;;;;;;;;;;; 368;Operation 368;F;Operating budget;R;Incomes;260;;540.89;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 369;Operation 369;I;Investment budget;D;Spendings;261;84849.42;1293.43;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 370;Operation 370;I;Investment budget;D;Spendings;261;80444.33;43921.79;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 371;Operation 371;I;Investment budget;D;Spendings;261;36206.38;20023.37;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 372;Operation 372;I;Investment budget;D;Spendings;261;536153.83;144794.13;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 373;Operation 373;I;Investment budget;D;Spendings;261;743721.75;678218.95;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 374;Operation 374;I;Investment budget;D;Spendings;261;341423.65;285144.4;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 375;Operation 375;I;Investment budget;D;Spendings;261;48046.11;1603.27;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 376;Operation 376;I;Investment budget;D;Spendings;261;56402.91;7952.22;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 377;Operation 377;I;Investment budget;D;Spendings;261;3787.14;2648.22;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 378;Operation 378;I;Investment budget;D;Spendings;2612;;10134.97;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;20;Chapter 20;;;;;;;;;;; 387;Operation 387;I;Investment budget;D;Spendings;261;52698.59;7507.8;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;20;Chapter 20;;;;;;;;;;; 388;Operation 388;I;Investment budget;D;Spendings;261;90466.25;2597.11;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;41;Chapter 41;;;;;;;;;;; 389;Operation 389;I;Investment budget;D;Spendings;261;62830.52;6868.1;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 379;Operation 379;I;Investment budget;D;Spendings;260;;48.96;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 380;Operation 380;I;Investment budget;D;Spendings;261;2221.71;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 381;Operation 381;I;Investment budget;D;Spendings;261;7568.1;7093.71;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 382;Operation 382;I;Investment budget;D;Spendings;261;711.68;25.37;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 383;Operation 383;I;Investment budget;D;Spendings;261;2851.54;772.78;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 384;Operation 384;I;Investment budget;D;Spendings;261;5877.4;194.55;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 385;Operation 385;I;Investment budget;D;Spendings;261;8683.83;2508.95;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 386;Operation 386;I;Investment budget;D;Spendings;2612;;19349.9;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 396;Operation 396;F;Operating budget;D;Spendings;261;1442.91;285.79;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 390;Operation 390;F;Operating budget;D;Spendings;261;928.54;175.72;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 392;Operation 392;F;Operating budget;D;Spendings;261;435013.83;135066.85;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 393;Operation 393;F;Operating budget;D;Spendings;261;23316.27;17521.87;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 394;Operation 394;F;Operating budget;D;Spendings;261;45757.14;22643.25;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 395;Operation 395;F;Operating budget;D;Spendings;261;3680.9;2661.3;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 391;Operation 391;F;Operating budget;D;Spendings;261;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 397;Operation 397;F;Operating budget;D;Spendings;261;80262.3;64160.77;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 398;Operation 398;F;Operating budget;D;Spendings;261;96107.28;59396.42;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 399;Operation 399;F;Operating budget;D;Spendings;261;5071.76;3921.28;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 400;Operation 400;F;Operating budget;D;Spendings;261;5942.28;1465.35;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 401;Operation 401;F;Operating budget;D;Spendings;261;8637.1;4071.86;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 402;Operation 402;I;Investment budget;R;Incomes;261;68177.57;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 403;Operation 403;I;Investment budget;R;Incomes;261;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 404;Operation 404;I;Investment budget;R;Incomes;261;70150.5;61869.17;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 405;Operation 405;I;Investment budget;R;Incomes;261;;2729.74;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 406;Operation 406;F;Operating budget;R;Incomes;261;6431.3;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;261;Service 9;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 407;Operation 407;F;Operating budget;R;Incomes;261;;285.68;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 408;Operation 408;F;Operating budget;D;Spendings;262;180474.31;54677.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 409;Operation 409;F;Operating budget;D;Spendings;262;2674.7;2263.54;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 410;Operation 410;F;Operating budget;D;Spendings;262;1602.8;54.39;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 411;Operation 411;F;Operating budget;D;Spendings;262;25079.53;1412.16;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 412;Operation 412;F;Operating budget;D;Spendings;262;61833.11;34122.31;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 413;Operation 413;F;Operating budget;D;Spendings;262;1189.31;290.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 414;Operation 414;F;Operating budget;D;Spendings;2623;;6847650.81;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 416;Operation 416;I;Investment budget;D;Spendings;262;9631.48;92.97;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 417;Operation 417;I;Investment budget;D;Spendings;2623;;64198.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 415;Operation 415;I;Investment budget;D;Spendings;262;4077.38;1022.54;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;262;Service 10;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 418;Operation 418;F;Operating budget;R;Incomes;262;64678.5;9863.59;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 452;Operation 452;F;Operating budget;D;Spendings;264;5678.45;609.77;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 453;Operation 453;F;Operating budget;D;Spendings;264;6778.56;4046.84;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 454;Operation 454;F;Operating budget;D;Spendings;264;74555.55;32824.71;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 455;Operation 455;F;Operating budget;D;Spendings;264;4627.17;1416.89;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 456;Operation 456;F;Operating budget;D;Spendings;264;88061.73;43471.3;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 457;Operation 457;F;Operating budget;D;Spendings;264;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 458;Operation 458;F;Operating budget;D;Spendings;264;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 459;Operation 459;I;Investment budget;D;Spendings;264;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 460;Operation 460;F;Operating budget;R;Incomes;264;432483.89;6269.93;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;264;Service 12;;;;;1;Budget 1;77;Chapter 77;;;;;;;;;;; 461;Operation 461;F;Operating budget;R;Incomes;264;6383.47;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 419;Operation 419;F;Operating budget;D;Spendings;263;6663.86;449.21;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 420;Operation 420;F;Operating budget;D;Spendings;263;4084.12;554.57;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 421;Operation 421;F;Operating budget;D;Spendings;263;3678.37;2717.32;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 422;Operation 422;F;Operating budget;D;Spendings;263;2516.87;518.93;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 423;Operation 423;F;Operating budget;D;Spendings;263;21086.94;12462.63;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 424;Operation 424;F;Operating budget;D;Spendings;263;84266.86;9642.18;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 425;Operation 425;F;Operating budget;D;Spendings;2631;;5982.8;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;67;Chapter 67;;;;;;;;;;; 426;Operation 426;F;Operating budget;D;Spendings;2632;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;65;Chapter 65;;;;;;;;;;; 427;Operation 427;F;Operating budget;D;Spendings;2633;;107396.93;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 428;Operation 428;I;Investment budget;D;Spendings;263;2581.27;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 429;Operation 429;I;Investment budget;D;Spendings;263;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;21;Chapter 21;;;;;;;;;;; 430;Operation 430;I;Investment budget;D;Spendings;263;8651.27;5866.68;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;20;Chapter 20;;;;;;;;;;; 431;Operation 431;I;Investment budget;D;Spendings;2631;;59222.79;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 432;Operation 432;I;Investment budget;D;Spendings;2631;;582766.31;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;13;Chapter 13;;;;;;;;;;; 433;Operation 433;I;Investment budget;R;Incomes;263;;38184.66;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;23;Chapter 23;;;;;;;;;;; 434;Operation 434;I;Investment budget;R;Incomes;2631;;9793.38;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 435;Operation 435;F;Operating budget;R;Incomes;263;10388.76;8026.9;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 436;Operation 436;F;Operating budget;R;Incomes;263;7769.82;6267.79;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 437;Operation 437;F;Operating budget;R;Incomes;263;52669.71;17504.95;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 438;Operation 438;F;Operating budget;R;Incomes;263;;5577.3;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 439;Operation 439;F;Operating budget;R;Incomes;263;15250.34;3083.61;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 440;Operation 440;F;Operating budget;R;Incomes;263;356267.55;70667.9;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;70;Chapter 70;;;;;;;;;;; 441;Operation 441;F;Operating budget;R;Incomes;263;76144.31;55573.43;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;74;Chapter 74;;;;;;;;;;; 442;Operation 442;F;Operating budget;R;Incomes;263;44759.17;5852.7;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 443;Operation 443;F;Operating budget;R;Incomes;263;;70010.99;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 444;Operation 444;F;Operating budget;R;Incomes;263;6201.14;3468.1;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 445;Operation 445;F;Operating budget;R;Incomes;263;202413.66;154333.66;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 446;Operation 446;F;Operating budget;R;Incomes;263;167134.1;94337.29;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 447;Operation 447;F;Operating budget;R;Incomes;263;9851.91;8246.51;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 448;Operation 448;F;Operating budget;R;Incomes;263;868450.42;573358.86;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 449;Operation 449;F;Operating budget;R;Incomes;263;7406.5;6178;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;75;Chapter 75;;;;;;;;;;; 450;Operation 450;F;Operating budget;R;Incomes;263;918226.33;148383.56;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;263;Service 11;;;;;1;Budget 1;77;Chapter 77;;;;;;;;;;; 451;Operation 451;F;Operating budget;R;Incomes;263;9271.88;4059.97;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 462;Operation 462;F;Operating budget;D;Spendings;265;4771.53;1746.78;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 463;Operation 463;F;Operating budget;D;Spendings;265;9081.85;8229.45;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 464;Operation 464;F;Operating budget;D;Spendings;265;6740.58;4617.5;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 465;Operation 465;F;Operating budget;D;Spendings;265;;;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 466;Operation 466;F;Operating budget;D;Spendings;265;7713.98;2636.2;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 467;Operation 467;F;Operating budget;D;Spendings;265;2437.72;1101.39;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;260;Business unit 5;265;Service 13;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 468;Operation 468;F;Operating budget;D;Spendings;265;4721.55;2062.34;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;210;Business unit 6;211;Service 14;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 469;Operation 469;F;Operating budget;D;Spendings;211;9239.67;5284.29;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;210;Business unit 6;211;Service 14;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 470;Operation 470;F;Operating budget;D;Spendings;211;3152.81;85.36;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;210;Business unit 6;211;Service 14;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 471;Operation 471;F;Operating budget;D;Spendings;211;9077.54;5594.72;;;;;;;;
2012;1;Site 1;60;Entity 1;20;Department 1;210;Business unit 6;211;Service 14;;;;;1;Budget 1;11;Chapter 11;;;;;;;;;;; 472;Operation 472;F;Operating budget;D;Spendings;211;8399.54;298.26;;;;;;;;
